Date,Ticker,Action,Price,Shares,Portfolio Value
2025-02-03,WMB,BUY,53.54,4.378578,78440.78
2025-02-03,ZBRA,BUY,386.09,0.60389,78440.78
2025-02-03,TT,BUY,356.26,1.083654,78440.78
2025-02-03,SW,BUY,51.05,76.829303,78440.78
2025-02-03,TRMB,BUY,74.12,52.914719,78440.78
2025-03-03,TT,SELL,342.15,11.008988,70427.98
2025-03-03,TRMB,SELL,69.68,52.914719,70427.98
2025-03-03,SW,SELL,48.17,76.829303,70427.98
2025-03-03,TPL,SELL,448.67,1.05759,70427.98
2025-03-03,RCL,SELL,235.58,0.440826,70427.98
2025-03-03,TRGP,SELL,189.35,1.494697,70427.98
2025-03-03,TKO,SELL,144.8,1.169811,70427.98
2025-03-03,WSM,SELL,183.48,0.428378,70427.98
2025-03-03,WMT,SELL,96.28,3.363075,70427.98
2025-03-03,WMB,SELL,54.87,9.081956,70427.98
2025-03-03,WELL,SELL,153.77,5.726984,70427.98
2025-03-03,WFC,SELL,74.96,4.855814,70427.98
2025-03-03,VST,BUY,122.93,5.180217,70427.98
2025-03-03,UAL,BUY,91.67,1.000537,70427.98
2025-03-03,TSLA,BUY,284.65,2.148816,70427.98
2025-03-03,SYF,BUY,56.75,2.681599,70427.98
2025-03-03,VRT,BUY,85.25,6.409716,70427.98
2025-03-03,NOW,BUY,182.06,19.341757,70427.98
2025-03-03,ZBRA,BUY,306.84,1.317981,70427.98
2025-03-03,VTR,BUY,67.6,52.089054,70427.98
2025-03-03,WAB,BUY,180.53,0.196305,70427.98
2025-03-03,TTD,BUY,67.17,19.170645,70427.98
2025-03-03,STT,BUY,93.07,37.834837,70427.98
2025-04-01,TTD,SELL,57.1,52.425174,65966.01
2025-04-01,NOW,SELL,162.31,19.341757,65966.01
2025-04-01,WAB,SELL,182.53,19.505642,65966.01
2025-04-01,ZBRA,SELL,283.07,11.476336,65966.01
2025-04-01,WSM,SELL,155.31,19.192093,65966.01
2025-04-01,VRT,SELL,75.16,41.306524,65966.01
2025-04-01,TPL,SELL,447.5,0.478009,65966.01
2025-04-01,VST,SELL,121.45,1.486387,65966.01
2025-04-01,TRGP,SELL,196.5,1.812163,65966.01
2025-04-01,TKO,SELL,150.3,2.374326,65966.01
2025-04-01,WELL,SELL,151.12,1.073753,65966.01
2025-04-01,TSLA,SELL,268.46,0.084974,65966.01
2025-04-01,VTR,SELL,67.02,2.878325,65966.01
2025-04-01,WMB,SELL,58.22,7.521973,65966.01
2025-04-01,UAL,BUY,68.2,9.948314,65966.01
2025-04-01,RCL,BUY,204.05,1.216547,65966.01
2025-04-01,TMUS,BUY,262.6,12.559975,65966.01
2025-04-01,WMT,BUY,87.88,0.958014,65966.01
2025-04-01,SYF,BUY,52.1,1.263057,65966.01
2025-04-01,TYL,BUY,584.53,5.642653,65966.01
2025-04-01,TTWO,BUY,210.13,15.696475,65966.01
2025-04-01,WFC,BUY,69.4,0.553179,65966.01
2025-04-01,XEL,BUY,68.04,48.476973,65966.01
2025-04-01,WEC,BUY,104.44,31.581992,65966.01
2025-04-01,STT,BUY,85.97,0.530226,65966.01
2025-04-01,WBD,BUY,10.21,323.046072,65966.01
2025-05-01,STT,SELL,85.88,38.365063,65431.94
2025-05-01,VST,SELL,136.41,27.158086,65431.94
2025-05-01,WBD,SELL,8.43,323.046072,65431.94
2025-05-01,WFC,SELL,69.88,47.527206,65431.94
2025-05-01,RCL,SELL,216.45,16.164482,65431.94
2025-05-01,WEC,SELL,104.34,31.581992,65431.94
2025-05-01,WMT,SELL,96.37,37.531441,65431.94
2025-05-01,SYF,SELL,51.17,63.312586,65431.94
2025-05-01,UAL,SELL,69.16,48.362178,65431.94
2025-05-01,TYL,SELL,539.6,5.642653,65431.94
2025-05-01,VTR,SELL,63.41,49.210729,65431.94
2025-05-01,TKO,SELL,160.29,21.944811,65431.94
2025-05-01,XEL,SELL,67.73,48.476973,65431.94
2025-05-01,TSLA,SELL,280.52,12.286004,65431.94
2025-05-01,WMB,SELL,56.52,56.653194,65431.94
2025-05-01,TTWO,SELL,235.17,15.696475,65431.94
2025-05-01,PLTR,BUY,116.2,28.154879,65431.94
2025-05-01,APP,BUY,279.49,11.705596,65431.94
2025-05-01,HOOD,BUY,46.62,70.175823,65431.94
2025-05-01,CVNA,BUY,50.37,64.946138,65431.94
2025-05-01,TPL,BUY,432.05,0.201779,65431.94
2025-05-01,GEV,BUY,381.26,8.581059,65431.94
2025-05-01,HWM,BUY,147.6,22.164927,65431.94
2025-05-01,TPR,BUY,69.29,47.218658,65431.94
2025-05-01,FOXA,BUY,48.76,67.102663,65431.94
2025-05-01,GILD,BUY,99.92,32.74246,65431.94
2025-05-01,TRGP,BUY,157.97,3.92442,65431.94
2025-05-01,T,BUY,26.13,125.184533,65431.94
2025-05-01,GL,BUY,116.51,28.079649,65431.94
2025-05-01,PM,BUY,162.88,20.085887,65431.94
2025-05-01,AXON,BUY,621.1,5.267424,65431.94
2025-05-01,NFLX,BUY,113.35,28.86355,65431.94
2025-05-01,WELL,BUY,147.37,0.373425,65431.94
2025-05-01,ETR,BUY,80.7,40.537996,65431.94
2025-05-01,TMUS,BUY,241.54,0.984758,65431.94
2025-05-01,FICO,BUY,2001.68,1.634425,65431.94
2025-06-02,GL,SELL,120.98,28.079649,72788.39
2025-06-02,TMUS,SELL,238.56,13.544732,72788.39
2025-06-02,TRGP,SELL,157.98,20.709829,72788.39
2025-06-02,WELL,SELL,152.87,22.199815,72788.39
2025-06-02,FOXA,SELL,54.62,67.102663,72788.39
2025-06-02,PLTR,SELL,132.04,0.591871,72788.39
2025-06-02,APP,SELL,401.91,2.650287,72788.39
2025-06-02,CVNA,SELL,66.29,10.043001,72788.39
2025-06-02,HOOD,SELL,67.98,16.639208,72788.39
2025-06-02,AXON,SELL,758.57,0.469687,72788.39
2025-06-02,GEV,SELL,483.85,1.05927,72788.39
2025-06-02,TPR,SELL,77.22,0.087075,72788.39
2025-06-02,HWM,SELL,172.26,1.037531,72788.39
2025-06-02,TPL,BUY,367.74,2.324276,72788.39
2025-06-02,PM,BUY,175.04,0.705457,72788.39
2025-06-02,FTNT,BUY,102.47,35.516924,72788.39
2025-06-02,NFLX,BUY,121.9,0.992717,72788.39
2025-06-02,DASH,BUY,212.79,17.103339,72788.39
2025-06-02,GILD,BUY,105.4,1.788282,72788.39
2025-06-02,VRSN,BUY,272.18,13.371254,72788.39
2025-06-02,T,BUY,26.41,12.628441,72788.39
2025-06-02,ETR,BUY,81.07,4.356964,72788.39
2025-06-02,FFIV,BUY,286.02,12.724353,72788.39
2025-06-02,TSLA,BUY,342.69,10.62015,72788.39
2025-06-02,FICO,BUY,1748.26,0.447313,72788.39
2025-07-01,VRSN,SELL,285.54,13.371254,74971.37
2025-07-01,T,SELL,27.31,137.812974,74971.37
2025-07-01,FICO,SELL,1843.18,2.081738,74971.37
2025-07-01,TPL,SELL,354.01,9.896604,74971.37
2025-07-01,ETR,SELL,80.47,44.89496,74971.37
2025-07-01,HOOD,SELL,92.33,12.936937,74971.37
2025-07-01,GEV,SELL,504.63,0.093497,74971.37
2025-07-01,DASH,SELL,238.01,1.353713,74971.37
2025-07-01,TPR,SELL,85.83,3.459471,74971.37
2025-07-01,NFLX,SELL,129.36,0.878466,74971.37
2025-07-01,FFIV,SELL,295.97,0.058987,74971.37
2025-07-01,GILD,SELL,108.89,0.106495,74971.37
2025-07-01,PLTR,BUY,130.68,1.122091,74971.37
2025-07-01,APP,BUY,336.69,2.078281,74971.37
2025-07-01,AXON,BUY,775.38,0.036755,74971.37
2025-07-01,CVNA,BUY,67.65,0.506434,74971.37
2025-07-01,HWM,BUY,175.82,0.192774,74971.37
2025-07-01,NRG,BUY,153.65,24.396661,74971.37
2025-07-01,VST,BUY,184.13,20.357815,74971.37
2025-07-01,PM,BUY,171.33,1.088492,74971.37
2025-07-01,TSLA,BUY,300.71,1.845576,74971.37
2025-07-01,IBKR,BUY,56.06,66.864742,74971.37
2025-07-01,FTNT,BUY,102.43,1.079467,74971.37
2025-07-01,CIEN,BUY,80.11,46.792764,74971.37
2025-07-01,UAL,BUY,80.05,46.827835,74971.37
2025-08-01,FFIV,SELL,307.43,12.665366,80067.27
2025-08-01,GILD,SELL,110.31,34.424247,80067.27
2025-08-01,CIEN,SELL,88.63,46.792764,80067.27
2025-08-01,PM,SELL,157.26,21.879837,80067.27
2025-08-01,TSLA,SELL,302.63,12.465726,80067.27
2025-08-01,PLTR,SELL,154.27,2.734731,80067.27
2025-08-01,HOOD,SELL,99.9,0.525973,80067.27
2025-08-01,APP,SELL,379.17,0.575362,80067.27
2025-08-01,GEV,SELL,655.01,1.316405,80067.27
2025-08-01,CVNA,SELL,73.56,0.983512,80067.27
2025-08-01,VST,SELL,206.96,1.014565,80067.27
2025-08-01,TPR,SELL,104.96,5.529597,80067.27
2025-08-01,NRG,SELL,165.58,0.219404,80067.27
2025-08-01,IBKR,SELL,63.32,3.638996,80067.27
2025-08-01,AXON,BUY,742.47,0.557461,80067.27
2025-08-01,DASH,BUY,248.35,0.370218,80067.27
2025-08-01,CRWD,BUY,111.67,35.851549,80067.27
2025-08-01,NFLX,BUY,115.86,5.575653,80067.27
2025-08-01,RCL,BUY,308.97,12.957236,80067.27
2025-08-01,HWM,BUY,183.84,0.455642,80067.27
2025-08-01,JBL,BUY,218.28,18.340909,80067.27
2025-08-01,LITE,BUY,106.68,37.52684,80067.27
2025-08-01,FTNT,BUY,97.36,4.522787,80067.27
2025-08-01,UAL,BUY,84.57,0.51003,80067.27
2025-08-01,AVGO,BUY,286.54,13.97137,80067.27
2025-09-02,FTNT,SELL,76.93,41.119179,80720.15
2025-09-02,NFLX,SELL,121.41,34.553454,80720.15
2025-09-02,CRWD,SELL,103.38,35.851549,80720.15
2025-09-02,HOOD,SELL,100.84,0.049827,80720.15
2025-09-02,PLTR,SELL,157.09,0.258039,80720.15
2025-09-02,APP,SELL,481.73,2.180074,80720.15
2025-09-02,UAL,SELL,104.68,8.782194,80720.15
2025-09-02,RCL,SELL,348.13,1.363771,80720.15
2025-09-02,LITE,SELL,132.55,7.079041,80720.15
2025-09-02,AVGO,SELL,296.07,0.339462,80720.15
2025-09-02,GEV,BUY,578.37,0.866399,80720.15
2025-09-02,TPR,BUY,101.48,1.627849,80720.15
2025-09-02,VST,BUY,184.84,2.491846,80720.15
2025-09-02,CVNA,BUY,73.28,0.651968,80720.15
2025-09-02,JBL,BUY,201.89,1.65013,80720.15
2025-09-02,IBKR,BUY,63.69,0.145421,80720.15
2025-09-02,AXON,BUY,743.59,0.035779,80720.15
2025-09-02,FIX,BUY,697.54,5.786031,80720.15
2025-09-02,COIN,BUY,303.56,13.295585,80720.15
2025-09-02,NRG,BUY,143.34,3.979876,80720.15
2025-09-02,HWM,BUY,172.94,1.56131,80720.15
2025-09-02,DASH,BUY,244.1,0.414395,80720.15
2025-09-02,ORCL,BUY,222.76,18.118104,80720.15
2025-10-01,ORCL,SELL,285.75,18.118104,91171.18
2025-10-01,VST,SELL,200.67,21.835096,91171.18
2025-10-01,NRG,SELL,159.93,28.157133,91171.18
2025-10-01,HOOD,SELL,139.14,7.261487,91171.18
2025-10-01,PLTR,SELL,184.95,1.044806,91171.18
2025-10-01,APP,SELL,704.09,1.903755,91171.18
2025-10-01,LITE,SELL,171.4,3.85177,91171.18
2025-10-01,FIX,SELL,833.06,0.313941,91171.18
2025-10-01,COIN,SELL,346.17,0.127029,91171.18
2025-10-01,ECHO,BUY,79.5,57.340367,91171.18
2025-10-01,GEV,BUY,604.78,0.559304,91171.18
2025-10-01,TPR,BUY,112.81,0.639234,91171.18
2025-10-01,CVNA,BUY,79.08,2.565419,91171.18
2025-10-01,RCL,BUY,311.66,3.03321,91171.18
2025-10-01,AXON,BUY,711.34,0.980678,91171.18
2025-10-01,UAL,BUY,93.15,10.382161,91171.18
2025-10-01,IBKR,BUY,68.55,3.126438,91171.18
2025-10-01,HWM,BUY,194.54,0.095479,91171.18
2025-10-01,AVGO,BUY,331.53,0.118072,91171.18
2025-10-01,CCL,BUY,28.06,162.471115,91171.18
2025-10-01,DASH,BUY,267.64,0.498189,91171.18
2025-10-01,JBL,BUY,214.64,1.247232,91171.18
2025-10-01,NFLX,BUY,117.09,38.932098,91171.18
2025-11-03,CCL,SELL,28.4,162.471115,91486.85
2025-11-03,RCL,SELL,273.97,14.626676,91486.85
2025-11-03,DASH,SELL,242.05,17.032428,91486.85
2025-11-03,UAL,SELL,96.11,48.937832,91486.85
2025-11-03,AXON,SELL,724.1,6.408411,91486.85
2025-11-03,NFLX,SELL,110.01,38.932098,91486.85
2025-11-03,JBL,SELL,220.1,21.238271,91486.85
2025-11-03,CVNA,SELL,66.47,57.643447,91486.85
2025-11-03,HOOD,SELL,147.08,1.661342,91486.85
2025-11-03,PLTR,SELL,207.18,2.568448,91486.85
2025-11-03,LITE,SELL,199.58,3.676185,91486.85
2025-11-03,FIX,SELL,976.18,0.786116,91486.85
2025-11-03,HWM,SELL,206.41,1.271187,91486.85
2025-11-03,AVGO,SELL,360.53,1.062136,91486.85
2025-11-03,IBKR,SELL,72.84,3.69601,91486.85
2025-11-03,APP,BUY,632.14,0.761882,91486.85
2025-11-03,ECHO,BUY,75.37,3.35145,91486.85
2025-11-03,WDC,BUY,157.78,28.992567,91486.85
2025-11-03,TPR,BUY,105.38,3.000076,91486.85
2025-11-03,STX,BUY,264.21,17.313575,91486.85
2025-11-03,WBD,BUY,22.29,205.21948,91486.85
2025-11-03,CIEN,BUY,189.56,24.13137,91486.85
2025-11-03,GEV,BUY,580.18,0.346694,91486.85
2025-11-03,NEM,BUY,81.03,56.452525,91486.85
2025-11-03,COIN,BUY,330.42,0.675468,91486.85
2025-11-03,APH,BUY,140.79,32.491343,91486.85
2025-11-03,LRCX,BUY,160.67,28.470566,91486.85
2025-11-03,NRG,BUY,172.79,26.473022,91486.85
2025-12-01,IBKR,SELL,63.41,62.801595,92002.85
2025-12-01,GEV,SELL,575.83,7.884284,92002.85
2025-12-01,NRG,SELL,164.06,26.473022,92002.85
2025-12-01,COIN,SELL,259.84,13.844023,92002.85
2025-12-01,HWM,SELL,198.54,22.161415,92002.85
2025-12-01,CIEN,SELL,200.92,1.235976,92002.85
2025-12-01,LITE,SELL,317.93,8.450801,92002.85
2025-12-01,AVGO,SELL,383.93,0.706072,92002.85
2025-12-01,WDC,SELL,163.29,0.820586,92002.85
2025-12-01,STX,SELL,268.73,0.195652,92002.85
2025-12-01,WBD,SELL,23.87,12.503,92002.85
2025-12-01,NEM,SELL,91.43,6.139827,92002.85
2025-12-01,TPR,SELL,111.09,2.00214,92002.85
2025-12-01,HOOD,BUY,123.24,6.225652,92002.85
2025-12-01,ECHO,BUY,73.0,2.323835,92002.85
2025-12-01,PLTR,BUY,167.49,5.386102,92002.85
2025-12-01,MU,BUY,240.23,19.149306,92002.85
2025-12-01,LRCX,BUY,154.24,1.353622,92002.85
2025-12-01,FIX,BUY,960.32,0.104221,92002.85
2025-12-01,MPWR,BUY,923.52,4.981075,92002.85
2025-12-01,KLAC,BUY,115.42,39.855501,92002.85
2025-12-01,APP,BUY,623.59,0.14059,92002.85
2025-12-01,APH,BUY,138.47,0.730105,92002.85
2025-12-01,AMD,BUY,219.76,20.932575,92002.85
2025-12-01,GLW,BUY,82.62,55.679035,92002.85
2026-01-02,AVGO,SELL,346.34,11.981772,102381.86
2026-01-02,TPR,SELL,128.36,41.407534,102381.86
2026-01-02,GLW,SELL,90.36,55.679035,102381.86
2026-01-02,AMD,SELL,223.47,20.932575,102381.86
2026-01-02,MPWR,SELL,933.02,4.981075,102381.86
2026-01-02,LITE,SELL,386.11,1.210921,102381.86
2026-01-02,WDC,SELL,187.56,0.879074,102381.86
2026-01-02,ECHO,SELL,112.18,17.382802,102381.86
2026-01-02,MU,SELL,315.24,2.910544,102381.86
2026-01-02,CIEN,SELL,246.06,2.091147,102381.86
2026-01-02,WBD,SELL,28.51,13.162183,102381.86
2026-01-02,LRCX,SELL,184.71,2.109736,102381.86
2026-01-02,HOOD,BUY,115.21,7.106014,102381.86
2026-01-02,STX,BUY,286.83,0.728912,102381.86
2026-01-02,NEM,BUY,100.78,0.481908,102381.86
2026-01-02,FIX,BUY,1002.73,0.314981,102381.86
2026-01-02,PLTR,BUY,167.86,3.031029,102381.86
2026-01-02,APH,BUY,139.22,3.547206,102381.86
2026-01-02,INTC,BUY,39.38,129.992202,102381.86
2026-01-02,NRG,BUY,164.55,31.109068,102381.86
2026-01-02,KLAC,BUY,127.12,0.41447,102381.86
2026-01-02,HWM,BUY,211.5,24.204246,102381.86
2026-01-02,CVS,BUY,78.3,65.378076,102381.86
2026-01-02,APP,BUY,618.32,0.902165,102381.86
2026-01-02,CVNA,BUY,80.05,63.948693,102381.86
2026-02-02,KLAC,SELL,140.68,40.269971,111432.3
2026-02-02,CVS,SELL,74.3,65.378076,111432.3
2026-02-02,NRG,SELL,148.13,31.109068,111432.3
2026-02-02,HWM,SELL,207.0,24.204246,111432.3
2026-02-02,CVNA,SELL,81.58,63.948693,111432.3
2026-02-02,LITE,SELL,423.42,0.099521,111432.3
2026-02-02,WDC,SELL,270.03,6.659615,111432.3
2026-02-02,MU,SELL,437.55,3.505065,111432.3
2026-02-02,STX,SELL,431.89,4.946239,111432.3
2026-02-02,CIEN,SELL,268.49,0.052581,111432.3
2026-02-02,NEM,SELL,112.36,1.207308,111432.3
2026-02-02,FIX,SELL,1175.19,0.364138,111432.3
2026-02-02,LRCX,SELL,237.05,4.210368,111432.3
2026-02-02,INTC,SELL,48.81,15.843163,111432.3
2026-02-02,ECHO,BUY,116.55,2.171652,111432.3
2026-02-02,WBD,BUY,27.52,22.902631,111432.3
2026-02-02,PLTR,BUY,147.76,7.210988,111432.3
2026-02-02,HOOD,BUY,89.91,17.536082,111432.3
2026-02-02,COHR,BUY,222.44,25.047719,111432.3
2026-02-02,DG,BUY,142.11,39.206933,111432.3
2026-02-02,APH,BUY,144.43,1.808934,111432.3
2026-02-02,APP,BUY,483.0,3.256399,111432.3
2026-02-02,AMD,BUY,246.27,22.624009,111432.3
2026-02-02,GLW,BUY,109.99,50.657564,111432.3
2026-02-02,HII,BUY,417.19,13.355137,111432.3
2026-03-02,INTC,SELL,45.5,114.149039,121046.38
2026-03-02,APP,SELL,432.98,11.535434,121046.38
2026-03-02,PLTR,SELL,145.17,37.707194,121046.38
2026-03-02,DG,SELL,151.13,39.206933,121046.38
2026-03-02,LITE,SELL,783.25,5.431414,121046.38
2026-03-02,FIX,SELL,1436.93,0.52906,121046.38
2026-03-02,CIEN,SELL,353.73,3.641671,121046.38
2026-03-02,NEM,SELL,128.17,2.36654,121046.38
2026-03-02,COHR,SELL,298.91,4.799756,121046.38
2026-03-02,GLW,SELL,157.62,12.259014,121046.38
2026-03-02,SNDK,BUY,619.08,9.776311,121046.38
2026-03-02,WDC,BUY,269.88,1.792638,121046.38
2026-03-02,MU,BUY,412.43,1.940963,121046.38
2026-03-02,ECHO,BUY,118.68,3.192456,121046.38
2026-03-02,STX,BUY,378.59,3.085912,121046.38
2026-03-02,LRCX,BUY,230.56,2.746302,121046.38
2026-03-02,APH,BUY,134.69,6.357527,121046.38
2026-03-02,WBD,BUY,28.5,9.90514,121046.38
2026-03-02,AMD,BUY,198.62,7.847842,121046.38
2026-03-02,ALB,BUY,177.29,34.138514,121046.38
2026-03-02,HII,BUY,451.78,0.041505,121046.38
2026-03-02,KLAC,BUY,153.3,39.4804,121046.38
2026-03-02,TER,BUY,325.71,18.582098,121046.38
2026-03-02,HOOD,BUY,78.78,14.856781,121046.38
2026-04-01,HII,SELL,391.63,13.396643,118920.25
2026-04-01,HOOD,SELL,70.11,76.825578,118920.25
2026-04-01,APH,SELL,127.51,44.935115,118920.25
2026-04-01,AMD,SELL,210.21,30.471851,118920.25
2026-04-01,SNDK,SELL,692.73,1.192862,118920.25
2026-04-01,WDC,SELL,297.65,2.449567,118920.25
2026-04-01,CIEN,SELL,415.39,2.795707,118920.25
2026-04-01,STX,SELL,422.82,1.923707,118920.25
2026-04-01,ECHO,SELL,120.6,1.693371,118920.25
2026-04-01,FIX,SELL,1427.96,0.047989,118920.25
2026-04-01,ALB,SELL,178.02,0.736873,118920.25
2026-04-01,KLAC,SELL,151.79,0.307842,118920.25
2026-04-01,LITE,BUY,764.65,0.048936,118920.25
2026-04-01,MU,BUY,367.79,1.492057,118920.25
2026-04-01,COHR,BUY,247.8,3.747244,118920.25
2026-04-01,TER,BUY,312.08,0.470617,118920.25
2026-04-01,VRT,BUY,259.32,22.929598,118920.25
2026-04-01,GLW,BUY,142.16,3.427024,118920.25
2026-04-01,LRCX,BUY,221.85,0.551115,118920.25
2026-04-01,GEV,BUY,894.32,6.648618,118920.25
2026-04-01,NEM,BUY,113.52,5.155516,118920.25
2026-04-01,WBD,BUY,27.49,3.935224,118920.25
2026-04-01,AMAT,BUY,353.36,16.827035,118920.25
2026-04-01,CAT,BUY,727.58,8.172286,118920.25
2026-05-01,NEM,SELL,108.37,52.376273,147758.24
2026-05-01,KLAC,SELL,172.41,39.172558,147758.24
2026-05-01,SNDK,SELL,1187.0,2.359429,147758.24
2026-05-01,WDC,SELL,431.41,2.851227,147758.24
2026-05-01,CIEN,SELL,535.29,0.512588,147758.24
2026-05-01,MU,SELL,542.13,2.539068,147758.24
2026-05-01,STX,SELL,726.41,3.892386,147758.24
2026-05-01,COHR,SELL,329.5,1.573623,147758.24
2026-05-01,FIX,SELL,1866.29,0.205378,147758.24
2026-05-01,VRT,SELL,328.24,0.422062,147758.24
2026-05-01,LITE,BUY,949.93,0.0012,147758.24
2026-05-01,ECHO,BUY,123.18,10.672967,147758.24
2026-05-01,TER,BUY,345.29,2.343561,147758.24
2026-05-01,WBD,BUY,26.97,57.633451,147758.24
2026-05-01,ALB,BUY,193.39,4.80122,147758.24
2026-05-01,GLW,BUY,158.02,4.928093,147758.24
2026-05-01,APA,BUY,39.85,185.395213,147758.24
2026-05-01,LRCX,BUY,256.54,1.996865,147758.24
2026-05-01,VLO,BUY,244.76,30.184714,147758.24
2026-05-01,GEV,BUY,1062.41,0.305319,147758.24
2026-05-01,CAT,BUY,888.02,0.147223,147758.24
2026-05-01,AMAT,BUY,388.6,2.184728,147758.24
2026-06-01,CAT,SELL,863.76,8.319509,165144.78
2026-06-01,GEV,SELL,950.05,6.953937,165144.78
2026-06-01,VLO,SELL,251.55,30.184714,165144.78
2026-06-01,SNDK,SELL,1761.43,1.536216,165144.78
2026-06-01,WDC,SELL,546.06,2.003583,165144.78
2026-06-01,STX,SELL,920.6,1.20104,165144.78
2026-06-01,MU,SELL,1035.34,5.652267,165144.78
2026-06-01,GLW,SELL,176.7,0.023395,165144.78
2026-06-01,LRCX,SELL,316.9,2.741807,165144.78
2026-06-01,AMAT,SELL,458.17,0.989547,165144.78
2026-06-01,LITE,BUY,905.0,1.346698,165144.78
2026-06-01,ECHO,BUY,127.42,4.826766,165144.78
2026-06-01,CIEN,BUY,569.61,0.694602,165144.78
2026-06-01,INTC,BUY,109.33,75.525828,165144.78
2026-06-01,COHR,BUY,362.9,0.331899,165144.78
2026-06-01,TER,BUY,369.47,0.952599,165144.78
2026-06-01,FIX,BUY,1787.88,0.659841,165144.78
2026-06-01,ALB,BUY,170.69,10.171573,165144.78
2026-06-01,AMD,BUY,510.13,16.186538,165144.78
2026-06-01,VRT,BUY,323.32,3.031152,165144.78
2026-06-01,WBD,BUY,27.25,29.087199,165144.78
2026-06-01,MRVL,BUY,219.38,37.639686,165144.78
2026-06-01,APA,BUY,37.49,34.87912,165144.78
2026-07-01,WBD,SELL,26.81,303.017943,172571.24
2026-07-01,APA,SELL,31.65,220.274333,172571.24
2026-07-01,SNDK,SELL,2032.22,0.441924,172571.24
2026-07-01,WDC,SELL,598.37,0.701441,172571.24
2026-07-01,INTC,SELL,127.02,7.595091,172571.24
2026-07-01,TER,SELL,427.34,2.157547,172571.24
2026-07-01,AMD,SELL,540.88,0.233717,172571.24
2026-07-01,GLW,SELL,220.63,7.62153,172571.24
2026-07-01,LRCX,SELL,391.26,4.00329,172571.24
2026-07-01,MRVL,SELL,271.98,5.915035,172571.24
2026-07-01,AMAT,SELL,650.91,4.766063,172571.24
2026-07-01,LITE,BUY,801.16,1.646065,172571.24
2026-07-01,MU,BUY,1032.12,0.384644,172571.24
2026-07-01,CIEN,BUY,462.44,4.162468,172571.24
2026-07-01,STX,BUY,915.19,0.458789,172571.24
2026-07-01,ECHO,BUY,100.88,20.729612,172571.24
2026-07-01,COHR,BUY,368.65,0.652355,172571.24
2026-07-01,DELL,BUY,424.55,20.324092,172571.24
2026-07-01,FIX,BUY,1865.15,0.00775,172571.24
2026-07-01,FLEX,BUY,153.53,56.201147,172571.24
2026-07-01,ALB,BUY,136.08,15.033575,172571.24
2026-07-01,VRT,BUY,311.42,2.168465,172571.24
2026-08-03,ALB,SELL,118.71,63.408009,142477.1
2026-08-03,VRT,SELL,263.05,27.707153,142477.1
2026-08-03,WDC,SELL,527.22,0.908,142477.1
2026-08-03,LITE,SELL,779.89,1.635651,142477.1
2026-08-03,STX,SELL,831.06,0.856154,142477.1
2026-08-03,CIEN,SELL,390.76,0.428003,142477.1
2026-08-03,TER,SELL,365.8,0.7166,142477.1
2026-08-03,AMD,SELL,484.64,1.25355,142477.1
2026-08-03,DELL,SELL,429.02,3.719143,142477.1
2026-08-03,ECHO,SELL,85.63,2.33948,142477.1
2026-08-03,FIX,SELL,1770.96,0.603607,142477.1
2026-08-03,SNDK,BUY,1288.03,1.284935,142477.1
2026-08-03,MU,BUY,829.5,0.228105,142477.1
2026-08-03,INTC,BUY,91.0,10.353385,142477.1
2026-08-03,LRCX,BUY,294.61,2.127362,142477.1
2026-08-03,GLW,BUY,146.64,9.47183,142477.1
2026-08-03,AMAT,BUY,518.21,0.49089,142477.1
2026-08-03,MRVL,BUY,193.78,5.037941,142477.1
2026-08-03,COHR,BUY,288.14,1.31775,142477.1
2026-08-03,KLAC,BUY,182.75,38.981423,142477.1
2026-08-03,FLEX,BUY,117.45,4.453219,142477.1
2026-08-03,CNC,BUY,63.76,111.729223,142477.1
