Date,Ticker,Action,Price,Shares,Portfolio Value
2022-07-01,WELL,SELL,75.7,26.782289,39727.05
2022-07-01,STE,SELL,203.21,10.088648,39727.05
2022-07-01,VRSK,SELL,170.54,12.919221,39727.05
2022-07-01,TSLA,SELL,227.26,8.703456,39727.05
2022-07-01,TMO,SELL,541.75,3.910446,39727.05
2022-07-01,WRB,SELL,42.16,3.346679,39727.05
2022-07-01,VRTX,SELL,287.32,1.059323,39727.05
2022-07-01,SO,SELL,63.3,1.470164,39727.05
2022-07-01,SRE,SELL,67.26,0.457118,39727.05
2022-07-01,UNH,SELL,480.28,0.578806,39727.05
2022-07-01,TSN,SELL,74.53,1.222865,39727.05
2022-07-01,VLO,BUY,95.52,2.47665,39727.05
2022-07-01,TRGP,BUY,55.59,4.335552,39727.05
2022-07-01,SLB,BUY,32.44,10.664014,39727.05
2022-07-01,STLD,BUY,62.51,4.537014,39727.05
2022-07-01,WMB,BUY,26.32,6.466047,39727.05
2022-07-01,VST,BUY,21.96,1.570797,39727.05
2022-07-01,SMCI,BUY,3.91,92.169474,39727.05
2022-07-01,WY,BUY,29.5,67.330525,39727.05
2022-07-01,WEC,BUY,89.24,22.258351,39727.05
2022-07-01,ULTA,BUY,382.85,5.18833,39727.05
2022-07-01,TRV,BUY,158.76,12.511718,39727.05
2022-07-01,XEL,BUY,63.67,31.198467,39727.05
2022-07-01,SNPS,BUY,301.23,6.594138,39727.05
2022-07-01,TKO,BUY,58.68,33.851883,39727.05
2022-08-01,XEL,SELL,64.16,31.198467,42458.65
2022-08-01,WY,SELL,32.04,67.330525,42458.65
2022-08-01,TRGP,SELL,62.68,1.863574,42458.65
2022-08-01,WMB,SELL,28.6,1.239764,42458.65
2022-08-01,TKO,SELL,66.32,1.842396,42458.65
2022-08-01,VST,SELL,23.85,1.442756,42458.65
2022-08-01,SRE,SELL,73.0,0.451791,42458.65
2022-08-01,SMCI,SELL,5.52,123.318248,42458.65
2022-08-01,SNPS,SELL,370.01,0.856638,42458.65
2022-08-01,STLD,SELL,73.04,2.708652,42458.65
2022-08-01,VLO,BUY,97.88,0.893555,42458.65
2022-08-01,WRB,BUY,37.34,9.747906,42458.65
2022-08-01,VRTX,BUY,273.83,0.83936,42458.65
2022-08-01,UNH,BUY,496.97,0.135931,42458.65
2022-08-01,SLB,BUY,33.12,2.861706,42458.65
2022-08-01,TSN,BUY,77.09,0.889169,42458.65
2022-08-01,ULTA,BUY,394.28,0.195997,42458.65
2022-08-01,SYY,BUY,77.1,27.533907,42458.65
2022-08-01,SO,BUY,66.36,0.609406,42458.65
2022-08-01,TRV,BUY,144.93,2.136147,42458.65
2022-08-01,TSCO,BUY,36.02,58.943962,42458.65
2022-08-01,WEC,BUY,90.38,1.230512,42458.65
2022-09-01,ULTA,SELL,424.25,5.384328,42552.89
2022-09-01,TSCO,SELL,35.11,58.943962,42552.89
2022-09-01,SYY,SELL,73.38,27.533907,42552.89
2022-09-01,TRV,SELL,151.45,14.647865,42552.89
2022-09-01,VLO,SELL,98.73,0.138445,42552.89
2022-09-01,SMCI,SELL,6.33,48.189939,42552.89
2022-09-01,VRTX,SELL,290.2,0.421091,42552.89
2022-09-01,SLB,SELL,33.53,0.642123,42552.89
2022-09-01,SRE,SELL,74.16,0.393447,42552.89
2022-09-01,WRB,SELL,39.5,2.995687,42552.89
2022-09-01,SO,SELL,68.77,1.052139,42552.89
2022-09-01,WEC,SELL,91.68,0.280603,42552.89
2022-09-01,TRGP,BUY,61.96,0.466633,42552.89
2022-09-01,WMB,BUY,28.25,1.095263,42552.89
2022-09-01,VST,BUY,23.47,1.627299,42552.89
2022-09-01,TPL,BUY,191.13,11.132081,42552.89
2022-09-01,TKO,BUY,63.31,1.596652,42552.89
2022-09-01,UNH,BUY,486.4,0.102461,42552.89
2022-09-01,GWW,BUY,538.4,3.951806,42552.89
2022-09-01,TSLA,BUY,277.16,7.676594,42552.89
2022-09-01,STLD,BUY,73.0,0.079583,42552.89
2022-09-01,VICI,BUY,26.54,80.158045,42552.89
2022-09-01,TSN,BUY,65.81,4.790837,42552.89
2022-09-01,SNPS,BUY,332.49,0.661624,42552.89
2022-10-03,TSN,SELL,58.69,32.330076,40505.46
2022-10-03,TSLA,SELL,242.4,7.676594,40505.46
2022-10-03,SNPS,SELL,316.98,6.399124,40505.46
2022-10-03,VLO,SELL,100.22,1.341889,40505.46
2022-10-03,VRTX,SELL,297.43,0.522407,40505.46
2022-10-03,TPL,SELL,199.59,0.985077,40505.46
2022-10-03,STLD,SELL,71.49,0.817994,40505.46
2022-10-03,WRB,SELL,40.42,3.758293,40505.46
2022-10-03,UNH,SELL,480.02,0.155132,40505.46
2022-10-03,SLB,SELL,35.01,5.606416,40505.46
2022-10-03,TKO,SELL,67.75,3.714678,40505.46
2022-10-03,SMCI,BUY,5.71,18.754414,40505.46
2022-10-03,VST,BUY,20.34,8.943709,40505.46
